# #JD, mag, error
-2.194097238592803478e+01,9.988434113418853677e-01,1.997686822683770753e-03
-2.193402794143185019e+01,1.000541568120321134e+00,2.001083136240642320e-03
-2.192708349693566561e+01,1.000046059392434739e+00,2.000092118784869717e-03
-2.192013905243948102e+01,1.001075472143765133e+00,2.002150944287530397e-03
-2.191319460794329643e+01,9.989905247798067656e-01,1.997981049559613594e-03
-2.190625016344711185e+01,1.001344294354706177e+00,2.002688588709412246e-03
-2.189930571895092726e+01,1.000719687082670672e+00,2.001439374165341328e-03
-2.189236127445474267e+01,1.000996021434465311e+00,2.001992042868930809e-03
-2.188541682995855808e+01,1.000305175185494555e+00,2.000610350370989055e-03
-2.187847238546237350e+01,9.971433564421247064e-01,1.994286712884249524e-03
-2.187152794096618891e+01,9.994448653467615795e-01,1.998889730693523270e-03
-2.186458349647000432e+01,1.000721583244537527e+00,2.001443166489075016e-03
-2.185763905197381973e+01,9.989900514033596135e-01,1.997980102806719196e-03
-2.185069460747763515e+01,9.949575756377866398e-01,1.989915151275573318e-03
-2.184375016298145056e+01,1.002379655006677917e+00,2.004759310013355753e-03
-2.183680571848526597e+01,1.001102458256046379e+00,2.002204916512092831e-03
-2.182986127398908138e+01,9.992812965514974444e-01,1.998562593102994837e-03
-2.182291682949289680e+01,1.001194555722535462e+00,2.002389111445070872e-03
-2.181597238499671221e+01,1.002972570260311613e+00,2.005945140520623213e-03
-2.180902794050052762e+01,9.966974912958699306e-01,1.993394982591740073e-03
-2.180208349600434303e+01,9.987286166564988132e-01,1.997457233312997620e-03
-2.179513905150815845e+01,1.001195540327374234e+00,2.002391080654748572e-03
-2.178819460701197386e+01,9.961371128978930845e-01,1.992274225795786190e-03
-2.178125016251578927e+01,1.002078934563637835e+00,2.004157869127275692e-03
-2.177430571801960468e+01,9.995728361553792851e-01,1.999145672310758629e-03
-2.176736127352342010e+01,9.953380136901038844e-01,1.990676027380207727e-03
-2.176041682902723551e+01,1.000496045276887846e+00,2.000992090553775898e-03
-2.175347238453105092e+01,1.001437517522169030e+00,2.002875035044337972e-03
-2.174652794003486633e+01,1.001713460693788083e+00,2.003426921387576037e-03
-2.173958349553868175e+01,9.979793264335866665e-01,1.995958652867173451e-03
-2.173263905104249716e+01,1.000549313727809642e+00,2.001098627455619346e-03
-2.172569460654631257e+01,9.979734131284428988e-01,1.995946826256886006e-03
-2.171875016205012798e+01,1.003655816904916787e+00,2.007311633809833514e-03
-2.171180571755394340e+01,9.983868224544139025e-01,1.996773644908828027e-03
-2.170486127305775881e+01,1.002486037229363358e+00,2.004972074458726775e-03
-2.169791682856157422e+01,9.963965715662281841e-01,1.992793143132456490e-03
-2.169097238406538963e+01,1.002288461570010281e+00,2.004576923140020690e-03
-2.168402793956920505e+01,1.001233693836177441e+00,2.002467387672355117e-03
-2.167708349507302046e+01,1.002112730653456074e+00,2.004225461306912044e-03
-2.167013905057683587e+01,9.976369302858896226e-01,1.995273860571779301e-03
-2.166319460608065128e+01,9.974263590648748679e-01,1.994852718129749760e-03
-2.165625016158446670e+01,9.976827894406050667e-01,1.995365578881210140e-03
-2.164930571708828211e+01,1.002278403876596613e+00,2.004556807753193112e-03
-2.164236127259209752e+01,9.993856744049540719e-01,1.998771348809908355e-03
-2.163541682809591293e+01,1.001924495760759370e+00,2.003848991521518883e-03
-2.162847238359972835e+01,9.973622551713414719e-01,1.994724510342682847e-03
-2.162152793910354376e+01,9.967406622019682194e-01,1.993481324403936512e-03
-2.161458349460735917e+01,1.001725346586403109e+00,2.003450693172806416e-03
-2.160763905011117458e+01,9.981317226179171609e-01,1.996263445235834169e-03
-2.160069460561499000e+01,9.995432216602896380e-01,1.999086443320579210e-03
-2.159375016111880541e+01,9.989161020144758929e-01,1.997832204028951886e-03
-2.158680571662262082e+01,1.001957967964276275e+00,2.003915935928552751e-03
-2.157986127212643623e+01,1.000443688787643781e+00,2.000887377575287680e-03
-2.157291682763025165e+01,1.001059359781874658e+00,2.002118719563749510e-03
-2.156597238313406706e+01,9.967208888693326330e-01,1.993441777738665446e-03
-2.155902793863788247e+01,1.000920241260313759e+00,2.001840482520627577e-03
-2.155208349414169788e+01,1.002678466230073617e+00,2.005356932460147096e-03
-2.154513904964551330e+01,1.000532730830278050e+00,2.001065461660555926e-03
-2.153819460514932871e+01,9.995836944259764989e-01,1.999167388851952852e-03
-2.153125016065314412e+01,9.967194566374252274e-01,1.993438913274850430e-03
-2.152430571615695953e+01,9.990056483402695031e-01,1.998011296680539135e-03
-2.151736127166077495e+01,9.983476634006991368e-01,1.996695326801398163e-03
-2.151041682716459036e+01,1.000138607738477292e+00,2.000277215476954813e-03
-2.150347238266840577e+01,9.985931599592653418e-01,1.997186319918530656e-03
-2.149652793817222118e+01,1.001440361744774021e+00,2.002880723489548070e-03
-2.148958349367603660e+01,1.002326510608060328e+00,2.004653021216120778e-03
-2.148263904917985201e+01,1.001471354300021765e+00,2.002942708600043403e-03
-2.147569460468366742e+01,1.002351893359078039e+00,2.004703786718155939e-03
-2.146875016018748283e+01,9.965998756317524521e-01,1.993199751263505150e-03
-2.146180571569129825e+01,1.004195939795965220e+00,2.008391879591930537e-03
-2.145486127119511366e+01,9.992562737038429566e-01,1.998512547407686052e-03
-2.144791682669892907e+01,1.000306152407504978e+00,2.000612304815010175e-03
-2.144097238220274448e+01,9.995449973691374890e-01,1.999089994738275158e-03
-2.143402793770655990e+01,9.985939452135468297e-01,1.997187890427093698e-03
-2.142708349321037531e+01,1.001452664753023747e+00,2.002905329506047584e-03
-2.142013904871419072e+01,9.990563531077804038e-01,1.998112706215560662e-03
-2.141319460421800613e+01,1.001934189073439896e+00,2.003868378146879924e-03
-2.140625015972182155e+01,1.000180976010675460e+00,2.000361952021351055e-03
-2.139930571522563696e+01,9.986008300966613405e-01,1.997201660193322851e-03
-2.139236127072945237e+01,1.002241857853842566e+00,2.004483715707685004e-03
-2.138541682623326778e+01,1.003199140520772525e+00,2.006398281041545020e-03
